Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card
bluepolkadotpencilcase,Blue Polka Dot Pencil Case,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Constructed with strong 600D polyester Nylon Zips Fully Lined Leather Handle&nbsp;</span></p>",Frank Stationery,Stationery,"frank, oneforone, pencilcase, polkadots, stationery",true,Title,Default,,,,,10747,0,shopify,0,deny,manual,15.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/54b14e79a3d4efafec1606e882d00d53090dbc20.jpeg?v=1396821572,,false
bluepolkadotsbuckethat,Blue Polka Dots Bucket Hat,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Brass eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Hat diameter 61.50mm / 24 inches.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"buckethat, hats, headwear, LOS, lotsofspirit, polkadots",true,Title,Default,,,,,10666,0,shopify,5,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/24cf733ea5eea696f8f348f05de25fe23affa38f.jpeg?v=1396821574,,false
bluestripepencilcase,Blue Stripe Pencil Case,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Constructed with strong 600D polyester <br />Nylon Zips <br />Fully Lined<br /> Leather Handle&nbsp;</span></p>",Frank Stationery,Stationery,"frank, oneforone, pencilcase, stationery",true,Title,Default,,,,,10515,0,shopify,3,deny,manual,15.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/9f7d860b582d5a0483125e7987c56f9ec5370a57.jpeg?v=1396821576,,false
navysandlargebackpack,Blue/ Sand Stratford Backpack,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Constructed with strong 600D polyester 15 inch Internal laptop sleeve Nylon Zips Adult Size (45 X 35 X 17cm) Fully Lined Adjustable straps</span></p>",Frank Stationery,Bags,"backpack, frank, oneforone, stationery",true,Title,Default,,,,,10511,0,shopify,1,deny,manual,85.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/716941e2f45cad81594563a8c67cc9ac3377fbe9.jpeg?v=1396821577,,false
bostonebony,Boston Ebony,"<ul style=""padding: 0px 0px 10px 40px; margin: 0px; list-style: none; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Eco-friendly sunglasses handcrafted from sustainable Ebony</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Speciallly treated to expose yellow hues.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Due to the nature of wood, every pair is unique.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">CR-39 polarised lenses&nbsp;100% UVA/UVB protection</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">German stainless steel spring hinges</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Water-proof (swim-tested)</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Frame size - 140mm wide</li>
</ul>
<p style=""padding: 0px; margin: 0px 0px 20px; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">The Boston is carved into our own Flat Top style frame. Our smallest frame at 140mm it is effortlessly worn by both ladies and gents. The frame is constructed from Ebony which has been specially treated to expose the colourful yellow hues in the wood creating a truly sophisticated frame.</p>",Under The Sun,Sunglasses,"ebony, eco, sunglasses, sunnies, underthesun, wood",true,Title,Default,,,,,10860,0,shopify,0,deny,manual,149.90,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/e755294a4db0a8e0d4b69b7d20bc6d096474d526.jpeg?v=1396821578,,false
bostonmapleblack,Boston Maple/ Black,"<ul style=""padding: 0px 0px 10px 40px; margin: 0px; list-style: none; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Eco-friendly sunglasses handcrafted from sustainable Canadian Maple</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Due to the nature of wood, every pair is unique.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">CR-39 polarised lenses&nbsp;100% UVA/UVB protection</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">German stainless steel spring hinges</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Water-proof (swim-tested)</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Frame size - 140mm wide</li>
</ul>
<p style=""padding: 0px; margin: 0px 0px 20px; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">The Boston is carved into our own Flat Top style frame. Our smallest frame at 140mm it is effortlessly worn by both male and female. The frame is constructed from 7ply Maple with various colour layers consisting of a black outer followed by turqoise, yellow, blue and hot pink. The result is an awesome marbled black outer accentuated with coloured edges on side of the frames paired with a slick stack of colour inside the frame.</p>",Under The Sun,Sunglasses,"boston, maple, sunglasses, underthesun, wood",true,Title,Default,,,,,10499,0,shopify,2,deny,manual,159.90,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/e70d6d7af7a7ee66a088b46ec3195b2de7217874.jpeg?v=1396821580,,false
bostonmaplebrown,Boston Maple/ Brown,"<ul style=""padding: 0px 0px 10px 40px; margin: 0px; list-style: none; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Eco-friendly sunglasses handcrafted from sustainable Canadian Maple</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Due to the nature of wood, every pair is unique.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">CR-39 polarised lenses&nbsp;100% UVA/UVB protection</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">German stainless steel spring hinges</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Water-proof (swim-tested)</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Frame size - 140mm wide</li>
</ul>
<p style=""padding: 0px; margin: 0px 0px 20px; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">The Boston is carved into our own Flat Top style frame. Our smallest frame at 140mm it is effortlessly worn by both male and female. The frame is constructed from 7ply Maple with various colour layers consisting of a brown outer followed by turqoise, red, brown and black. The result is a natural looking marbled brown outer accentuated with coloured edges on side of the frames paired with a slick stack of colour inside the frame.</p>",Under The Sun,Sunglasses,"maple, sunglasses, underthesun, wood",true,Title,Default,,,,,10500,0,shopify,2,deny,manual,159.90,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/701f83ee2c600a2e32e5e389a5c9f22c8b464e26.jpeg?v=1396821581,,false
bourbonvanillaaromareeddiffuser,Bourbon Vanilla Aroma Reed Diffuser,"<p>&nbsp;</p>
<p class=""p1"">The charming scent of bourbon vanilla has been recognised for its powerful effect on mood. This Bourbon Vanilla Aroma Diffuser releases an enticing fragrance that can lower blood pressure and reduce anxiety. The calming effect on the brain and nervous system can even help to regulate hormones. Enjoy the delicious scent as your new oasis promotes wellness of body and mind.</p>
<p class=""p1"">Insert the reeds into the bottle and place on a level surface. Simply rotate the reeds every few days to let them re-&shy;absorb the essential&nbsp;oil.</p>
<p class=""p2"">NOTE: Actual reeds supplied are straight not like ones in image</p>",Maraca,Home & Body Care,"diffuser, homewear, maraca, vanilla",true,Title,Default,,,,,10480,0,shopify,1,deny,manual,49.95,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/7545e90383cc87de18eea070d951246f725b6a15.jpeg?v=1396821583,,false
bourbonvanillabodyscrub,Bourbon Vanilla Body Scrub,"<p class=""p1"">This Vanilla Body Scrub will develop a velvety lather and enticing aroma that can lower blood pressure and reduce anxiety. Relish a spa-like experience at home as you slough away dead cells to reveal smoother, brighter skin.</p>
<p class=""p2"">Apply once a week while in the shower. Massage onto skin to remove dead surface cells and leave skin thoroughly clean. For external use only. Avoid contact with eyes.&nbsp;</p>",Maraca,Home & Body Care,"bodycare, bodyscrub, maraca, vanilla",true,Title,Default,,,,,10465,0,shopify,2,deny,manual,39.95,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/8cffc8ee6625821bd6e5a6b28354ba67f1792c18.jpeg?v=1396821584,,false
brokenlineschairmanshirt,Broken Lines Chairman Shirt,"<p>The Chairman Shirt is named so after Chairman Mao Zedong, a 20th century Chinese revolutionary who was often depicted in an overcoat with a white collar peeping just above.</p>
<p>&equiv; Mandarin collar&nbsp;<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; 100% Cotton&nbsp;<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; Horizontal button holes&nbsp;<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; White buttons for a formal look&nbsp;<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; Clean, classic fitted cut</p>",The Lucid Collective,Dress Shirts,"buttondown, formal, mandarin, mens, menswear, shirts, thelucidcollective",true,Size,Small,,,,,10063,0,shopify,0,deny,manual,149.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/75ac5860589e6482a81ff0a45935d5d2e1109529.jpeg?v=1396821586,,false
brokenlineschairmanshirt,,,,,,,Size,Medium,,,,,10064,0,shopify,0,deny,manual,149.00,,true,true,,,,
brokenlineschairmanshirt,,,,,,,Size,Large,,,,,10065,0,shopify,2,deny,manual,149.00,,true,true,,,,
brokenlineschairmanshirt,,,,,,,Size,Extra Large,,,,,10066,0,shopify,0,deny,manual,149.00,,true,true,,,,
brown13satchel,"Brown 13"" Satchel","<h5 class=""font_5"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-weight: normal; font-size: 14px; font-family: 'open sans', sans-serif; color: #303030;""><span class=""color_2"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: #000000; background-position: initial initial; background-repeat: initial initial;"">Brown&nbsp;13"" leather satchel</span></h5>
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-family: Times, 'Times New Roman', serif; background-position: initial initial; background-repeat: initial initial;"">​</span></p>
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">Thick As Thieves 13 inch satchel is a beautiful combination of quality and craftsmanship, ensuring it will look as good in years to come as the day you first wear it. There is a spacious handy front pocket for smaller items such as your phone and keys and a main compartment with room&nbsp;for an iPad, magazine and any other&nbsp;essentials. The strap is detachable turning your&nbsp;satchel into a briefcase for a different look.&nbsp;<br /><br /><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-family: Georgia, serif; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">FEATURES</span></p>
<p class=""font_9"" dir=""rtl"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; line-height: 1.4em; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">&nbsp;</p>
<ul class=""font_9"" style=""margin: 0px 0px 0px 0.5em; padding: 0px 0px 0px 1.3em; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; list-style-position: initial; list-style-image: initial; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Handmade from 100%&nbsp;leather</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; font-family: Georgia, serif; background-position: initial initial; background-repeat: initial initial;"">Adjustable &amp; detachable shoulder strap</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Handy front pocket for phone &amp; keys</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Top handle for that briefcase look</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Longest strap length: 55cm*</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Shortest strap length: 45cm*</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Inside dimensions: W: 30cm &nbsp;D:7cm H:&nbsp;22cm</span></p>
</li>
</ul>",Thick As Thieves,Bags,"bags, leather, satchels, thickasthieves",true,Title,Default,,,,,10482,0,shopify,1,deny,manual,229.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/7116e24b0f52686fea4c8ae86d41d765424b62b1.jpeg?v=1396821587,,false
brown15satchel,"Brown 15"" Satchel","<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">Only a handful of bags have the stellar qualities to be timeless - this is one of those bags.&nbsp;Stylishly designed and beautifully crafted, Thick As Thieves 15 inch leather&nbsp;satchel makes for a perfect&nbsp;briefcase, laptop or school bag. With&nbsp;oodles of room for an&nbsp;A4 folder, iPad or laptop and all your other essentials, this bag will be your a&nbsp;home on the move.&nbsp;<br />&nbsp;</p>
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;""><br />FEATURES</p>
<p class=""font_9"" dir=""rtl"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">&nbsp;</p>
<ul class=""font_9"" style=""margin: 0px 0px 0px 0.5em; padding: 0px 0px 0px 1.3em; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; list-style-position: initial; list-style-image: initial; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent;"">Handmade from 100%&nbsp;leather</p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent;"">Room for a laptop or A4 documents</p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent;"">Adjustable &amp; detachable shoulder strap</p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent;"">Handy front pocket for phone &amp; keys</p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent;"">Top handle for that briefcase look</p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent;"">Longest strap length: 55cm*</p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent;"">Shortest strap length: 45cm*</p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; font-weight: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent;"">Inside dimensions: W: 33cm &nbsp;D: 7cm H:&nbsp;24cm</p>
</li>
</ul>",Thick As Thieves,Bags,"bags, leather, satchels, thickasthieves",true,Title,Default,,,,,10489,0,shopify,1,deny,manual,259.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/da4002d40b5360c2900b217e3a05ae7124507a00.jpeg?v=1396821589,,false
browncordsuede5panel,Brown Cord & Suede 5 Panel,"<p>&nbsp;</p>
<div id=""vwprxy___WRchTxt1b-133f"" class=""wysiwyg_viewer_skins_WRichTextNewSkin"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: #ffffff; word-wrap: break-word; color: #000000; font-family: Arial, Helvetica, sans-serif; font-size: 10px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: normal; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: auto; word-spacing: 0px; -webkit-text-stroke-width: 0px; box-sizing: border-box; visibility: visible; background-position: 0px 0px; background-repeat: initial initial;"">
<p class=""font_2"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; font-style: normal; font-variant: normal; font-weight: bold; font-size: 15px; line-height: normal; font-family: caudex, serif; color: #ffffff; letter-spacing: normal; background-position: 0px 0px; background-repeat: initial initial;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; color: #000000; background-position: 0px 0px; background-repeat: initial initial;"">Brown corduroy dome with a Brown suede brim.</span></p>
</div>",Little Rich Kids,Headwear,"5panel, caps, corduroy, hats, headwear, littlerichkids, suede",true,Title,Default,,,,,10854,0,shopify,2,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/e6ca6cd775ba0c674c5eedcc07c726819ecb096b.jpeg?v=1396821590,,false
butterflypeaaromareeddiffuser,Butterfly Pea Aroma Reed Diffuser,"<p class=""p1"">Popular in Ayuverdic medicine, the butterfly pea has numerous bioactive compounds for treating a range of ailments. Insomnia, anxiety and low energy levels can all be remedied with this &lsquo;mind tonic&rsquo;. Create a healing oasis with this Butterfly Pea Aroma Diffuser. The reeds will fill your home with an understated fragrance that will promote wellness of body and mind.</p>
<p class=""p1"">Insert the reeds into the bottle and place on a level surface. Simply rotate the reeds every few days to let them re-&shy;absorb the essential&nbsp;oil.</p>
<p>&nbsp;</p>
<p class=""p1"">NOTE: Actual reeds supplied are straight not shaped like reeds in image.</p>",Maraca,Home & Body Care,"diffuser, homewear, maraca",true,Title,Default,,,,,10474,0,shopify,1,deny,manual,49.95,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/b8fc2ec2bc7116b541a2f91461a1896bf6c630d9.jpeg?v=1396821592,,false
caballo5panel,Caballo 5 Panel,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Adjustable leather strap with metal buckle.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Brass eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"5panel, animals, hats, horses, LOS, lotsofspirit",true,Title,Default,,,,,10780,0,shopify,4,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/a1ce80e9d5698007629e3d943f881fafabbc240f.jpeg?v=1396821593,,false
camohood,Camo Hood,"<p style=""margin: 1em 0px; color: #333333; font-family: BigCaslon; font-size: 16px;"">Volume II Camo Hoodie&nbsp;</p>
<p style=""margin: 1em 0px; color: #333333; font-family: BigCaslon; font-size: 16px;"">350 GSM 80% Cotton, 20% Poly</p>
<p style=""margin: 1em 0px; color: #333333; font-family: BigCaslon; font-size: 16px;"">Shoestring cord</p>
<p style=""margin: 1em 0px; color: #333333; font-family: BigCaslon; font-size: 16px;"">Black with Dark Camo pocket</p>
<p style=""margin: 1em 0px; color: #333333; font-family: BigCaslon; font-size: 16px;"">Anti-pill fabric&nbsp;</p>",Volume II,Hoods,"camo, hoodies, streetwear, volume2, winter",true,Size,Medium,,,,,10175,0,shopify,5,deny,manual,110.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/9d52d454408e7dec3839fe7716525c34967b665a.jpeg?v=1396821595,,false
camohood,,,,,,,Size,Large,,,,,10176,0,shopify,3,deny,manual,110.00,,true,true,,,,
camohood,,,,,,,Size,Extra Large,,,,,10177,0,shopify,1,deny,manual,110.00,,true,true,,,,
camohood,,,,,,,Size,Small,,,,,10174,0,shopify,1,deny,manual,110.00,,true,true,,,,
camopencilcase,Camo Pencil Case,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Constructed with strong 600D polyester<br />Nylon Zips <br />Fully Lined <br />Leather Handle</span></p>",Frank Stationery,Stationery,"camo, frank, oneforone, pencilcase, stationery",true,Title,Default,,,,,10513,0,shopify,2,deny,manual,15.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/e32959c430b7cc5d0319b49d21fca6be15299ba3.jpeg?v=1396821596,,false
